Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,District
31.0,4.0,3.0,3.0,3.0,2.0,Have certificate,Basic,1.71,Chương Mỹ
35.0,3.8,0.0,5.0,3.0,4.0,Have certificate,Basic,4.75,Long Biên
37.0,3.5,3.0,3.0,3.0,3.0,Have certificate,None,2.05,Thanh Oai
30.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Basic,1.73,Hà Đông
31.0,4.5,2.5,4.0,4.0,3.0,Have certificate,None,2.45,Hoài Đức
34.0,0.0,0.0,5.0,5.0,3.0,Have certificate,Full,5.25,Nam Từ Liêm
24.0,0.0,0.0,4.0,3.0,3.0,None,Basic,4.8,Đống Đa
47.0,0.0,0.0,3.0,4.0,3.0,Have certificate,None,7.5,Hai Bà Trưng
55.0,4.5,0.0,3.0,4.0,3.0,Have certificate,Basic,9.5,Hà Đông
33.0,3.5,3.0,4.0,4.0,3.0,Have certificate,Basic,5.35,Hoàng Mai
33.5,0.0,5.5,5.0,4.0,4.0,Have certificate,Full,6.5,Hà Đông
36.0,3.6,2.6,6.0,5.0,4.0,Have certificate,Basic,6.9,Long Biên
52.5,5.0,3.0,5.0,5.0,5.0,Have certificate,Basic,9.0,Bắc Từ Liêm
48.5,4.2,0.0,5.0,4.0,4.0,Have certificate,Basic,7.86,Đống Đa
42.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,5.75,Nam Từ Liêm
30.0,0.0,0.0,5.0,3.0,4.0,None,None,3.55,Hoài Đức
49.0,3.6,2.5,4.0,3.0,3.0,Have certificate,Basic,5.68,Hai Bà Trưng
30.0,4.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.4,Đống Đa
30.0,3.6,3.0,5.0,3.0,4.0,Have certificate,Full,4.5,Hoàng Mai
34.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,5.95,Hai Bà Trưng
34.0,4.6,0.0,4.0,3.0,3.0,Have certificate,Basic,6.1,Đống Đa
31.0,0.0,0.0,6.0,4.0,5.0,Have certificate,Full,5.8,Long Biên
32.0,8.0,4.0,5.0,3.0,3.0,Have certificate,Full,4.0,Hoài Đức
44.0,5.0,4.0,4.0,3.0,4.0,Have certificate,Full,5.95,Đống Đa
14.0,3.0,2.0,4.0,3.0,4.0,Have certificate,Full,1.68,Đống Đa
45.0,5.5,0.0,5.0,5.0,5.0,Have certificate,Full,9.5,Hai Bà Trưng
40.0,3.6,0.0,5.0,3.0,5.0,Have certificate,Full,7.5,Ba Đình
38.0,4.3,2.5,5.0,5.0,4.0,Have certificate,Full,6.35,Bắc Từ Liêm
56.0,4.5,6.0,3.0,2.0,3.0,Have certificate,Full,9.0,Hà Đông
38.0,3.5,3.0,4.0,3.0,3.0,Have certificate,Full,5.35,Hai Bà Trưng
50.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,6.99,Hai Bà Trưng
45.0,4.0,6.0,5.0,5.0,4.0,Have certificate,Full,8.19,Hoàng Mai
62.0,0.0,5.0,4.0,4.0,3.0,Have certificate,Full,9.5,Nam Từ Liêm
62.0,0.0,5.0,4.0,4.0,3.0,Have certificate,Full,9.5,Nam Từ Liêm
37.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,5.5,Nam Từ Liêm
40.0,5.0,2.5,5.0,3.0,4.0,Have certificate,Full,6.99,Hai Bà Trưng
34.0,5.5,3.0,5.0,3.0,4.0,Have certificate,Full,4.6,Long Biên
35.0,0.0,0.0,5.0,4.0,3.0,None,None,4.6,Hoài Đức
30.0,3.0,2.0,4.0,3.0,3.0,Have certificate,Basic,2.75,Bắc Từ Liêm
47.0,5.0,0.0,4.0,3.0,4.0,Have certificate,Full,5.89,Đống Đa
20.0,2.9,0.0,3.0,2.0,2.0,Have certificate,Basic,8.5,Đống Đa
37.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,6.0,Đống Đa
26.0,0.0,0.0,3.0,2.0,2.0,Have certificate,Basic,4.69,Hoàn Kiếm
40.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,6.8,Đống Đa
38.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,6.2,Đống Đa
38.0,3.2,2.5,4.0,4.0,3.0,Have certificate,Full,4.65,Nam Từ Liêm
46.0,4.0,3.0,5.0,4.0,5.0,Have certificate,Basic,6.8,Thanh Xuân
58.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Basic,6.5,Đống Đa
47.0,4.3,0.0,4.0,3.0,3.0,Have certificate,Basic,5.6,Hoàng Mai
40.0,4.3,0.0,3.0,3.0,2.0,Have certificate,Full,6.0,Thanh Xuân
35.0,3.7,2.0,5.0,4.0,4.0,Have certificate,Full,5.65,Hà Đông
32.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,7.1,Thanh Xuân
42.0,4.8,0.0,5.0,3.0,3.0,Have certificate,Full,6.0,Thanh Xuân
35.0,4.0,0.0,6.0,4.0,5.0,Have certificate,Full,7.1,Cầu Giấy
39.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,4.1,Hoài Đức
34.6,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,3.85,Hoài Đức
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Basic,3.95,Hoài Đức
48.5,0.0,2.0,6.0,4.0,5.0,Have certificate,Basic,8.95,Đống Đa
30.0,3.0,0.0,5.0,3.0,4.0,Have certificate,None,5.5,Đống Đa
33.0,3.3,0.0,5.0,3.0,4.0,Have certificate,Full,4.48,Long Biên
30.0,3.1,0.0,4.0,3.0,3.0,Have certificate,Full,4.75,Đống Đa
33.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,4.6,Long Biên
48.0,3.5,7.0,4.0,3.0,4.0,Have certificate,None,8.48,Hoàng Mai
46.0,0.0,0.0,5.0,4.0,3.0,Have certificate,None,9.7,Ba Đình
24.0,3.5,3.0,4.0,3.0,3.0,Have certificate,Full,2.8,Hoàn Kiếm
28.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.75,Đống Đa
38.0,4.0,4.0,5.0,4.0,4.0,Have certificate,Full,5.5,Hoàng Mai
35.0,0.0,0.0,6.0,4.0,5.0,Have certificate,Full,7.65,Đống Đa
28.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.8,Đống Đa
33.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,6.45,Long Biên
39.5,3.65,4.0,5.0,4.0,4.0,Have certificate,Basic,7.8,Cầu Giấy
30.2,0.0,3.0,5.0,3.0,3.0,Have certificate,Full,4.65,Hà Đông
30.0,7.0,2.0,5.0,3.0,4.0,Have certificate,Full,4.7,Hoàng Mai
35.0,4.3,0.0,6.0,4.0,5.0,Have certificate,Basic,7.6,Đống Đa
40.0,3.9,4.0,5.0,4.0,4.0,Have certificate,Basic,8.5,Thanh Xuân
38.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,6.0,Hai Bà Trưng
37.0,4.6,0.0,5.0,3.0,4.0,Have certificate,Full,5.3,Hoàng Mai
20.0,0.0,0.0,5.0,3.0,5.0,Have certificate,Full,8.55,Cầu Giấy
51.0,0.0,0.0,4.0,5.0,4.0,Have certificate,None,5.2,Hoàng Mai
41.3,3.06,3.2,4.0,4.0,3.0,Have certificate,Basic,8.0,Đống Đa
32.0,4.0,3.0,4.0,5.0,4.0,Have certificate,Full,3.75,Ba Đình
64.0,4.0,2.0,4.0,4.0,4.0,Have certificate,Full,7.5,Thanh Xuân
45.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.78,Long Biên
20.0,3.0,2.0,4.0,3.0,3.0,None,None,3.3,Thanh Xuân
30.0,0.0,0.0,5.0,5.0,4.0,Have certificate,Full,8.95,Ba Đình
49.0,0.0,6.0,4.0,4.0,4.0,Have certificate,Full,6.4,Hà Đông
36.0,3.3,0.0,5.0,4.0,3.0,Have certificate,Full,6.5,Hoàng Mai
60.0,0.0,3.0,4.0,4.0,3.0,None,None,2.96,Thanh Trì
40.0,4.6,5.0,5.0,3.0,4.0,Have certificate,Full,5.3,Long Biên
35.0,0.0,0.0,5.0,3.0,3.0,None,None,5.25,Hà Đông
32.0,4.2,5.0,5.0,3.0,4.0,Have certificate,Full,6.15,Long Biên
41.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,4.38,Hoài Đức
46.0,3.8,0.0,6.0,3.0,3.0,None,None,5.8,Ba Đình
35.0,0.0,0.0,5.0,3.0,3.0,Have certificate,None,5.0,Ba Đình
34.0,6.0,0.0,5.0,3.0,4.0,Have certificate,None,4.95,Long Biên
35.0,0.0,3.0,5.0,3.0,4.0,Have certificate,Full,6.0,Long Biên
42.0,4.0,0.0,4.0,4.0,3.0,None,Full,5.5,Nam Từ Liêm
39.0,3.1,3.0,5.0,3.0,4.0,Have certificate,None,5.86,Hai Bà Trưng
45.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,9.25,Hai Bà Trưng
55.0,4.0,2.5,4.0,4.0,3.0,Have certificate,Full,6.6,Ba Đình
60.0,4.0,5.0,4.0,4.0,3.0,Have certificate,Full,8.0,Ba Đình
50.0,5.0,5.0,5.0,4.0,4.0,Have certificate,Full,9.5,Ba Đình
45.0,0.0,0.0,6.0,3.0,4.0,Have certificate,Full,8.2,Đống Đa
40.0,0.0,0.0,5.0,4.0,3.0,Have certificate,None,6.3,Hoàng Mai
56.0,2.71,3.0,3.0,3.0,3.0,Have certificate,Full,8.6,Hai Bà Trưng
33.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,4.2,Hai Bà Trưng
40.0,5.0,3.0,5.0,3.0,4.0,Have certificate,Full,7.0,Hai Bà Trưng
32.0,4.2,0.0,5.0,3.0,4.0,Have certificate,Full,6.4,Đống Đa
40.0,3.0,2.0,6.0,3.0,5.0,Have certificate,None,6.5,Thanh Xuân
33.0,3.9,2.8,5.0,3.0,4.0,Have certificate,Full,5.8,Hai Bà Trưng
35.0,4.0,3.5,5.0,4.0,3.0,Have certificate,Basic,5.35,Nam Từ Liêm
50.0,5.0,4.0,5.0,4.0,4.0,Have certificate,None,7.25,Nam Từ Liêm
35.0,4.0,4.0,5.0,3.0,3.0,Have certificate,Basic,5.4,Hà Đông
32.0,6.6,5.5,5.0,4.0,4.0,Have certificate,Basic,5.0,Nam Từ Liêm
25.0,4.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.8,Hai Bà Trưng
40.0,4.0,0.0,6.0,3.0,5.0,Have certificate,Basic,9.36,Đống Đa
28.0,4.0,5.0,5.0,3.0,3.0,Have certificate,Full,6.4,Đống Đa
30.0,4.0,5.0,5.0,3.0,3.0,Have certificate,Full,6.5,Đống Đa
50.0,4.0,5.0,3.0,3.0,3.0,Have certificate,Full,4.0,Thanh Trì
58.0,4.4,4.0,4.0,5.0,3.0,Have certificate,Full,8.6,Bắc Từ Liêm
39.2,4.3,0.0,5.0,3.0,4.0,None,None,6.8,Hai Bà Trưng
35.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,5.9,Nam Từ Liêm
40.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,5.5,Hà Đông
25.0,3.5,0.0,3.0,2.0,2.0,Have certificate,Basic,3.5,Hoàng Mai
28.0,0.0,0.0,5.0,3.0,3.0,Have certificate,None,5.5,Đống Đa
31.0,5.0,2.0,6.0,4.0,5.0,Have certificate,Full,7.35,Thanh Xuân
45.0,4.0,0.0,4.0,4.0,4.0,Have certificate,Basic,7.5,Thanh Xuân
43.5,4.3,0.0,5.0,3.0,4.0,Have certificate,Basic,7.35,Đống Đa
32.0,3.3,0.0,4.0,3.0,4.0,Have certificate,Full,5.8,Hai Bà Trưng
40.0,4.5,3.0,5.0,3.0,4.0,Have certificate,Full,6.8,Hai Bà Trưng
24.0,4.0,3.0,4.0,3.0,4.0,Have certificate,Full,4.8,Đống Đa
34.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,4.85,Hoàng Mai
27.06,0.0,0.0,4.0,2.0,2.0,None,Full,1.5,Thanh Xuân
17.0,0.0,0.0,4.0,2.0,3.0,Have certificate,None,2.9,Hai Bà Trưng
47.0,5.0,3.0,5.0,4.0,3.0,Have certificate,None,6.99,Hoàng Mai
32.0,3.7,2.5,5.0,4.0,3.0,Have certificate,Basic,4.6,Long Biên
40.3,0.0,0.0,4.0,4.0,5.0,Have certificate,Full,2.8,Thanh Oai
49.0,4.0,4.0,5.0,4.0,3.0,Have certificate,Full,8.9,Hoàng Mai
55.0,4.2,4.0,5.0,4.0,3.0,Have certificate,Basic,7.7,Hoàng Mai
33.0,5.0,3.0,5.0,3.0,3.0,Have certificate,Full,4.0,Long Biên
32.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,6.5,Hà Đông
30.0,3.1,7.0,5.0,3.0,3.0,Have certificate,Full,8.5,Ba Đình
62.0,0.0,0.0,4.0,4.0,4.0,Have certificate,None,6.9,Long Biên
31.0,4.6,0.0,5.0,3.0,4.0,Have certificate,None,4.85,Hoàng Mai
50.0,0.0,0.0,5.0,5.0,5.0,Have certificate,Full,10.0,Hà Đông
40.0,3.5,0.0,5.0,4.0,5.0,Have certificate,None,7.2,Hà Đông
42.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,4.5,Hà Đông
40.0,3.48,0.0,5.0,4.0,4.0,Have certificate,Full,6.8,Ba Đình
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,4.7,Thanh Xuân
60.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,8.6,Đống Đa
50.0,4.0,0.0,5.0,4.0,4.0,Have certificate,Full,7.05,Hoàng Mai
51.0,0.0,0.0,5.0,5.0,4.0,None,Full,9.5,Nam Từ Liêm
50.0,4.66,0.0,4.0,3.0,3.0,None,None,5.98,Gia Lâm
36.0,0.0,0.0,5.0,3.0,3.0,Have certificate,None,6.3,Ba Đình
41.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,6.5,Hai Bà Trưng
37.0,3.5,3.0,4.0,4.0,3.0,Have certificate,Full,5.9,Ba Đình
32.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,6.3,Hà Đông
35.0,4.3,0.0,6.0,4.0,4.0,Have certificate,Full,5.8,Tây Hồ
33.0,4.6,0.0,5.0,3.0,3.0,Have certificate,None,3.89,Long Biên
25.0,0.0,0.0,5.0,3.0,3.0,Have certificate,None,5.35,Cầu Giấy
40.0,6.0,0.0,6.0,3.0,5.0,Have certificate,Full,9.3,Long Biên
48.0,3.5,3.0,3.0,4.0,3.0,Have certificate,Full,2.7,Quốc Oai
30.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,5.5,Nam Từ Liêm
35.0,0.0,0.0,5.0,3.0,5.0,None,Basic,4.5,Nam Từ Liêm
45.0,5.0,3.0,5.0,4.0,4.0,Have certificate,Basic,5.6,Bắc Từ Liêm
36.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.55,Hoàng Mai
26.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,4.8,Đống Đa
36.0,0.0,0.0,6.0,4.0,5.0,Have certificate,Full,6.58,Cầu Giấy
38.0,3.0,3.0,3.0,3.0,3.0,Have certificate,Basic,1.7,Thanh Oai
38.0,0.0,0.0,5.0,4.0,5.0,Have certificate,Full,4.05,Hoài Đức
45.0,5.0,4.0,3.0,3.0,3.0,Have certificate,Basic,4.15,Hoàng Mai
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,3.65,Long Biên
68.0,4.0,0.0,4.0,4.0,4.0,Have certificate,Full,9.5,Hà Đông
65.0,4.0,0.0,5.0,4.0,5.0,Have certificate,Full,9.8,Thanh Xuân
47.0,5.0,3.0,3.0,3.0,2.0,Have certificate,Basic,2.95,Đan Phượng
56.0,0.0,0.0,4.0,4.0,2.0,Have certificate,Full,9.6,Hoàng Mai
30.0,3.0,1.0,4.0,4.0,3.0,Have certificate,Basic,3.2,Hai Bà Trưng
40.0,4.3,3.0,5.0,3.0,4.0,Have certificate,Full,6.8,Hai Bà Trưng
34.0,0.0,0.0,5.0,4.0,4.0,None,Basic,5.6,Nam Từ Liêm
32.0,3.05,3.0,3.0,4.0,3.0,Have certificate,Full,1.85,Hà Đông
24.0,2.4,2.2,4.0,4.0,3.0,Have certificate,Basic,4.6,Đống Đa
67.0,0.0,0.0,4.0,3.0,2.0,Have certificate,Full,6.0,Gia Lâm
30.0,0.0,0.0,3.0,2.0,2.0,Have certificate,Full,3.4,Nam Từ Liêm
34.0,3.5,0.0,4.0,3.0,2.0,Have certificate,Full,2.6,Hoàng Mai
45.0,8.0,3.0,4.0,4.0,3.0,Have certificate,Full,9.25,Hai Bà Trưng
42.0,4.2,3.0,3.0,2.0,2.0,Have certificate,Full,4.3,Đống Đa
31.0,4.0,0.0,5.0,3.0,5.0,Have certificate,Full,5.75,Hoàng Mai
41.0,4.3,0.0,5.0,3.0,4.0,Have certificate,Basic,6.8,Hai Bà Trưng
35.0,0.0,3.0,4.0,3.0,3.0,None,None,2.85,Hà Đông
46.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Full,2.3,Quốc Oai
36.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,2.75,Hà Đông
34.0,0.0,0.0,4.0,3.0,4.0,Have certificate,Basic,2.6,Hoài Đức
35.0,3.4,2.0,5.0,3.0,4.0,Have certificate,Full,4.2,Hai Bà Trưng
30.0,4.0,2.0,5.0,3.0,4.0,Have certificate,None,5.48,Hai Bà Trưng
46.0,6.0,3.0,4.0,4.0,3.0,Have certificate,Full,8.4,Đống Đa
42.0,4.0,3.0,4.0,5.0,4.0,Have certificate,Basic,4.5,Long Biên
32.0,3.0,0.0,4.0,4.0,3.0,Have certificate,Full,5.25,Tây Hồ
38.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Basic,3.65,Hà Đông
35.0,0.0,0.0,4.0,4.0,3.0,None,None,6.2,Cầu Giấy
30.0,0.0,0.0,5.0,3.0,4.0,None,Basic,3.95,Hà Đông
50.0,4.3,3.0,3.0,3.0,3.0,Have certificate,Full,6.3,Long Biên
40.0,5.2,3.0,4.0,4.0,3.0,Have certificate,Full,5.1,Nam Từ Liêm
55.0,4.3,5.0,5.0,5.0,5.0,Have certificate,Full,9.5,Nam Từ Liêm
28.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.8,Đống Đa
40.0,3.8,2.0,4.0,3.0,3.0,Have certificate,Basic,6.45,Thanh Xuân
19.0,4.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.8,Đống Đa
35.0,0.0,2.0,5.0,4.0,4.0,Have certificate,Full,6.2,Nam Từ Liêm
50.0,0.0,0.0,3.0,3.0,3.0,None,None,6.0,Hoàng Mai
35.0,4.0,5.0,5.0,3.0,4.0,Have certificate,Basic,5.2,Hoàng Mai
30.0,0.0,3.0,4.0,2.0,3.0,Have certificate,Basic,5.0,Bắc Từ Liêm
37.0,0.0,0.0,5.0,4.0,4.0,None,None,5.8,Hà Đông
61.0,4.2,2.5,4.0,3.0,2.0,Have certificate,Full,7.6,Nam Từ Liêm
30.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Basic,3.15,Hoài Đức
35.0,4.0,6.0,5.0,3.0,3.0,Have certificate,Basic,4.15,Huyện Hoài Đức
36.0,4.6,0.0,5.0,4.0,4.0,Have certificate,Full,5.38,Hoàng Mai
34.0,3.4,2.5,4.0,3.0,3.0,Have certificate,Full,5.33,Hai Bà Trưng
30.0,3.68,4.0,5.0,3.0,4.0,Have certificate,Basic,4.35,Hoài Đức
62.5,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,7.1,Long Biên
32.0,3.5,2.5,5.0,3.0,4.0,Have certificate,Basic,5.25,Hoàng Mai
30.0,0.0,3.0,5.0,3.0,4.0,Have certificate,Basic,4.0,Long Biên
46.3,4.3,0.0,4.0,4.0,3.0,Have certificate,None,5.15,Long Biên
33.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.5,Hoài Đức
48.0,4.0,3.0,4.0,3.0,3.0,Have certificate,Full,7.85,Hà Đông
47.0,5.0,0.0,4.0,4.0,4.0,Have certificate,None,9.5,Long Biên
35.0,3.3,2.5,4.0,4.0,3.0,Have certificate,Full,4.79,Bắc Từ Liêm
33.0,5.0,4.0,5.0,3.0,3.0,Have certificate,Full,5.18,Hoàng Mai
32.0,3.5,3.5,5.0,4.0,5.0,Have certificate,None,4.3,Hoàng Mai
40.0,3.5,0.0,5.0,3.0,4.0,Have certificate,Full,8.0,Ba Đình
40.0,4.0,3.0,5.0,5.0,4.0,Have certificate,Full,6.0,Cầu Giấy
42.0,3.3,2.5,4.0,4.0,4.0,Have certificate,Full,4.55,Nam Từ Liêm
50.0,0.0,0.0,6.0,4.0,4.0,Have certificate,Full,5.2,Long Biên
35.0,4.0,4.0,3.0,4.0,3.0,Have certificate,Full,4.5,Thanh Trì
40.0,4.0,4.5,6.0,4.0,4.0,Have certificate,Full,8.7,Bắc Từ Liêm
31.0,0.0,0.0,6.0,4.0,5.0,Have certificate,None,5.88,Long Biên
42.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,8.1,Thanh Xuân
43.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,8.65,Cầu Giấy
32.0,3.6,2.5,4.0,2.0,3.0,Have certificate,Full,2.85,Hà Đông
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.75,Long Biên
38.0,3.5,0.0,6.0,3.0,5.0,Have certificate,None,8.35,Đống Đa
30.0,3.8,0.0,5.0,3.0,4.0,Have certificate,Basic,5.6,Bắc Từ Liêm
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Tây Hồ
50.0,6.1,0.0,6.0,4.0,4.0,Have certificate,Full,9.8,Long Biên
63.0,2.2,2.2,5.0,5.0,5.0,Have certificate,None,7.2,Long Biên
40.0,5.5,0.0,5.0,3.0,4.0,Have certificate,Full,7.9,Hai Bà Trưng
40.0,4.5,0.0,6.0,4.0,5.0,Have certificate,Basic,8.5,Cầu Giấy
33.0,3.4,0.0,5.0,3.0,4.0,None,None,3.4,Nam Từ Liêm
33.0,3.8,0.0,5.0,4.0,4.0,Have certificate,None,3.65,Hoài Đức
33.0,3.5,3.0,4.0,4.0,3.0,None,None,6.15,Thanh Xuân
35.0,0.0,0.0,6.0,4.0,5.0,Have certificate,None,5.85,Long Biên
37.0,3.0,2.0,4.0,3.0,3.0,Have certificate,Full,5.18,Hai Bà Trưng
32.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Basic,2.55,Hà Đông
37.0,3.5,3.0,4.0,4.0,3.0,Have certificate,None,7.4,Thanh Xuân
39.0,4.3,2.0,5.0,4.0,4.0,Have certificate,Full,6.6,Thanh Xuân
40.0,4.0,5.0,4.0,4.0,4.0,Have certificate,Full,6.0,Hoàng Mai
37.0,0.0,0.0,3.0,3.0,3.0,Have certificate,None,4.5,Long Biên
42.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,4.8,Long Biên
40.0,0.0,0.0,3.0,2.0,2.0,Have certificate,None,7.3,Thanh Xuân
42.0,4.4,0.0,5.0,4.0,4.0,None,None,4.96,Long Biên
55.0,4.4,0.0,6.0,4.0,4.0,None,None,6.1,Long Biên
40.0,3.5,0.0,5.0,4.0,4.0,None,None,6.5,Long Biên
50.0,3.7,0.0,4.0,3.0,3.0,Have certificate,Full,5.5,Bắc Từ Liêm
32.0,3.4,3.0,5.0,3.0,4.0,Have certificate,Basic,4.5,Long Biên
45.0,8.7,0.0,4.0,4.0,3.0,Have certificate,None,4.95,Long Biên
51.0,0.0,3.0,4.0,3.0,3.0,Have certificate,Full,5.7,Hà Đông
55.0,4.4,0.0,6.0,4.0,3.0,Have certificate,Full,6.0,Long Biên
30.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,4.2,Hai Bà Trưng
38.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,4.9,Bắc Từ Liêm
50.0,3.9,3.0,4.0,4.0,4.0,Have certificate,Full,8.8,Thanh Xuân
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,4.95,Thanh Xuân
43.0,4.0,0.0,4.0,4.0,4.0,Have certificate,None,9.5,Thanh Xuân
32.0,3.0,3.0,5.0,3.0,4.0,Have certificate,Basic,3.2,Thanh Trì
28.0,5.0,0.0,5.0,3.0,4.0,Have certificate,None,4.8,Hai Bà Trưng
55.0,4.0,0.0,5.0,4.0,4.0,Have certificate,None,7.5,Long Biên
32.0,5.0,3.0,5.0,4.0,4.0,Have certificate,Full,5.2,Hoàng Mai
35.0,4.0,3.0,5.0,3.0,3.0,Have certificate,Basic,5.2,Hoàng Mai
43.0,4.3,3.0,5.0,3.0,4.0,Have certificate,Basic,4.1,Hoài Đức
48.0,4.5,3.0,4.0,3.0,3.0,Have certificate,Full,4.55,Hoài Đức
50.0,4.5,0.0,6.0,3.0,5.0,Have certificate,None,9.45,Đống Đa
30.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,5.4,Ba Đình
38.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,5.8,Long Biên
52.0,4.7,5.0,4.0,4.0,3.0,Have certificate,Full,6.2,Long Biên
62.0,0.0,0.0,5.0,4.0,3.0,Have certificate,None,6.88,Long Biên
42.0,0.0,0.0,4.0,4.0,4.0,Have certificate,None,5.68,Long Biên
34.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.7,Nam Từ Liêm
50.0,4.0,0.0,5.0,4.0,3.0,Have certificate,None,6.7,Long Biên
40.0,0.0,0.0,4.0,3.0,4.0,None,None,5.5,Đống Đa
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,2.25,Hà Đông
18.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Basic,3.3,Ba Đình
70.0,3.3,2.0,3.0,4.0,3.0,Have certificate,None,7.8,Tây Hồ
40.0,4.0,5.0,4.0,2.0,2.0,Have certificate,None,5.0,Tây Hồ
50.0,0.0,5.0,5.0,4.0,4.0,Have certificate,None,8.0,Tây Hồ
35.0,4.0,0.0,6.0,5.0,5.0,Have certificate,Basic,7.55,Thanh Trì
63.0,4.5,0.0,5.0,5.0,5.0,Have certificate,Full,8.9,Ba Đình
40.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,3.5,Hà Đông
38.0,3.5,2.5,6.0,4.0,4.0,Have certificate,Basic,8.35,Đống Đa
20.0,3.3,0.0,4.0,3.0,2.0,Have certificate,None,3.35,Thanh Xuân
43.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,4.2,Long Biên
40.0,3.7,3.0,5.0,3.0,4.0,Have certificate,Full,7.86,Hai Bà Trưng
45.0,3.5,2.0,5.0,3.0,4.0,Have certificate,Full,5.95,Hai Bà Trưng
34.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.38,Hoàng Mai
52.0,0.0,3.0,5.0,3.0,4.0,Have certificate,Full,7.2,Long Biên
55.0,7.0,0.0,5.0,5.0,5.0,Have certificate,Full,9.3,Long Biên
45.0,4.0,5.0,5.0,4.0,4.0,Have certificate,Full,8.7,Nam Từ Liêm
33.0,0.0,2.0,4.0,4.0,3.0,Have certificate,None,4.1,Hà Đông
50.0,0.0,0.0,4.0,4.0,5.0,Have certificate,None,5.85,Bắc Từ Liêm
23.0,3.0,0.0,5.0,3.0,4.0,Have certificate,Full,3.7,Hoàng Mai
32.0,4.2,0.0,4.0,4.0,3.0,Have certificate,None,3.5,Hoài Đức
41.0,0.0,0.0,5.0,4.0,4.0,None,None,6.95,Hà Đông
33.0,3.0,5.0,5.0,3.0,4.0,Have certificate,Full,8.2,Đống Đa
38.0,4.0,5.0,5.0,3.0,4.0,Have certificate,Full,5.5,Bắc Từ Liêm
