Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,District
35.0,3.9,2.0,5.0,3.0,4.0,Have certificate,Full,4.8,Nam Từ Liêm
65.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Basic,6.9,Nam Từ Liêm
27.0,2.8,0.0,5.0,3.0,5.0,Have certificate,Full,5.95,Đống Đa
40.0,4.0,3.0,5.0,3.0,4.0,Have certificate,None,6.95,Hai Bà Trưng
42.0,0.0,0.0,4.0,4.0,3.0,None,None,6.0,Long Biên
62.0,5.4,3.0,4.0,4.0,4.0,Have certificate,Basic,8.9,Đống Đa
28.0,3.0,0.0,4.0,4.0,3.0,Have certificate,Full,4.5,Hai Bà Trưng
30.0,4.8,0.0,6.0,4.0,4.0,Have certificate,None,5.45,Tây Hồ
40.0,4.0,4.0,4.0,3.0,3.0,Have certificate,Basic,4.2,Đông Anh
30.0,3.0,3.0,4.0,4.0,4.0,None,Full,6.15,Thanh Xuân
31.0,3.6,2.5,5.0,3.0,4.0,Have certificate,Basic,3.15,Hoài Đức
31.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,4.3,Hoàng Mai
35.0,3.8,2.0,6.0,5.0,3.0,Have certificate,None,6.85,Ba Đình
45.0,0.0,0.0,6.0,4.0,4.0,Have certificate,Full,6.9,Ba Đình
39.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,5.95,Ba Đình
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,2.45,Chương Mỹ
30.0,3.9,0.0,5.0,3.0,4.0,Have certificate,Basic,3.5,Hoài Đức
50.0,7.0,4.0,4.0,3.0,4.0,Sale contract,Full,7.9,Hai Bà Trưng
41.0,0.0,0.0,6.0,4.0,4.0,Have certificate,Full,6.8,Ba Đình
30.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,7.5,Hà Đông
35.0,0.0,0.0,6.0,3.0,4.0,Have certificate,Full,6.5,Hà Đông
34.0,3.2,4.5,5.0,3.0,4.0,Have certificate,Basic,5.6,Nam Từ Liêm
35.0,4.0,0.0,5.0,4.0,3.0,Have certificate,Full,5.75,Hoàng Mai
30.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,3.95,Hà Đông
22.0,4.0,3.0,4.0,3.0,2.0,None,Full,2.8,Hai Bà Trưng
35.0,3.4,3.0,6.0,4.0,5.0,Have certificate,Basic,5.7,Long Biên
40.0,4.0,0.0,4.0,4.0,3.0,Have certificate,Basic,4.2,Hoài Đức
36.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Basic,4.28,Hoài Đức
33.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,2.95,Hoài Đức
42.0,4.0,0.0,4.0,4.0,3.0,Have certificate,Basic,8.5,Hai Bà Trưng
38.0,3.5,2.5,5.0,5.0,5.0,None,Full,4.2,Bắc Từ Liêm
62.5,4.5,0.0,4.0,4.0,3.0,Have certificate,Basic,6.8,Long Biên
28.0,0.0,0.0,3.0,2.0,2.0,None,None,5.7,Hoàn Kiếm
45.0,5.0,0.0,4.0,4.0,3.0,Have certificate,None,7.6,Tây Hồ
36.0,3.8,2.6,4.0,3.0,3.0,Have certificate,Basic,3.5,Hoài Đức
45.0,6.0,5.0,5.0,4.0,5.0,Have certificate,Basic,9.5,Hà Đông
30.0,6.0,0.0,5.0,3.0,4.0,Have certificate,None,4.95,Long Biên
33.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,3.05,Hoài Đức
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,4.7,Bắc Từ Liêm
34.0,3.2,4.0,5.0,3.0,5.0,Have certificate,Basic,5.5,Nam Từ Liêm
35.0,5.7,0.0,5.0,3.0,4.0,Have certificate,Full,6.0,Hoàng Mai
40.0,3.7,3.0,5.0,4.0,4.0,Have certificate,Full,6.0,Hai Bà Trưng
40.0,3.6,3.0,4.0,5.0,3.0,Have certificate,Full,6.8,Hai Bà Trưng
50.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,7.0,Thanh Xuân
40.0,3.5,3.0,4.0,5.0,3.0,Have certificate,Full,6.8,Hai Bà Trưng
45.0,5.0,3.0,5.0,5.0,4.0,Have certificate,Basic,6.7,Hai Bà Trưng
38.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,4.8,Bắc Từ Liêm
35.0,4.0,3.0,5.0,4.0,4.0,Have certificate,None,4.8,Hoài Đức
25.0,3.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.3,Đống Đa
50.0,4.5,3.2,3.0,3.0,3.0,Have certificate,None,8.2,Hà Đông
32.5,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,6.18,Đống Đa
36.0,3.35,0.0,4.0,4.0,3.0,Have certificate,Basic,3.78,Hoài Đức
30.0,5.5,2.3,5.0,4.0,4.0,Have certificate,Basic,2.88,Đan Phượng
47.4,5.0,5.0,4.0,4.0,4.0,Have certificate,Basic,7.5,Long Biên
42.0,3.5,0.0,6.0,3.0,4.0,Have certificate,Full,7.5,Đống Đa
32.0,0.0,2.0,5.0,3.0,3.0,Have certificate,Basic,3.15,Hoài Đức
38.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.28,Chương Mỹ
50.0,3.5,0.0,4.0,4.0,4.0,Have certificate,Full,7.2,Cầu Giấy
55.0,5.0,0.0,5.0,4.0,4.0,Have certificate,Full,7.8,Tây Hồ
70.0,0.0,0.0,4.0,4.0,4.0,Have certificate,None,8.56,Long Biên
50.0,5.5,0.0,5.0,3.0,4.0,Have certificate,None,5.5,Long Biên
33.0,4.0,2.0,5.0,3.0,4.0,Have certificate,Full,3.5,Thanh Trì
54.0,4.5,0.0,5.0,4.0,4.0,Have certificate,Full,6.0,Bắc Từ Liêm
44.0,4.0,2.8,4.0,4.0,4.0,Have certificate,Full,4.7,Thanh Trì
40.0,4.5,2.0,4.0,4.0,3.0,Have certificate,Basic,3.86,Thanh Trì
35.0,3.6,0.0,5.0,4.0,4.0,Have certificate,Full,5.7,Hà Đông
34.0,1.0,3.0,3.0,3.0,3.0,Have certificate,Basic,1.85,Chương Mỹ
52.0,0.0,0.0,4.0,3.0,4.0,Have certificate,None,7.5,Nam Từ Liêm
18.0,5.0,0.0,5.0,2.0,5.0,Have certificate,None,9.9,Hai Bà Trưng
30.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Basic,2.55,Hà Đông
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,2.5,Hoài Đức
44.0,4.0,0.0,4.0,4.0,3.0,Have certificate,Basic,5.35,Long Biên
32.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,2.95,Hoài Đức
42.0,4.2,0.0,4.0,4.0,4.0,Have certificate,Full,10.0,Hai Bà Trưng
42.0,4.5,3.0,6.0,3.0,5.0,Have certificate,Basic,8.8,Tây Hồ
40.0,5.2,0.0,5.0,3.0,4.0,Have certificate,None,6.7,Đống Đa
35.0,4.2,0.0,5.0,4.0,4.0,Have certificate,Full,6.3,Hà Đông
40.0,0.0,1.5,5.0,5.0,4.0,Have certificate,Full,6.9,Tây Hồ
37.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,6.95,Đống Đa
33.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,5.3,Long Biên
30.0,4.0,2.0,5.0,4.0,4.0,Have certificate,Full,4.88,Thanh Xuân
31.0,3.5,2.9,4.0,3.0,3.0,Have certificate,Basic,3.55,Bắc Từ Liêm
32.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Basic,2.35,Chương Mỹ
65.0,5.0,6.0,5.0,4.0,5.0,Have certificate,Full,7.2,Long Biên
35.0,4.0,7.0,5.0,4.0,4.0,Have certificate,Full,6.8,Thanh Xuân
38.0,3.4,0.0,5.0,4.0,4.0,Have certificate,Full,5.5,Ba Đình
48.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,4.95,Hà Đông
30.0,0.0,0.0,5.0,3.0,4.0,None,None,6.1,Hà Đông
37.0,4.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.7,Cầu Giấy
35.0,3.5,2.3,5.0,3.0,4.0,Have certificate,Full,5.9,Hà Đông
31.0,0.0,2.0,4.0,3.0,3.0,Have certificate,Basic,2.9,Hoài Đức
45.0,4.0,7.0,5.0,3.0,3.0,Have certificate,None,6.5,Thanh Xuân
31.1,5.93,2.7,3.0,4.0,3.0,None,Full,3.05,Hoài Đức
42.0,4.0,2.0,4.0,4.0,3.0,Have certificate,Basic,5.25,Thanh Xuân
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.75,Đống Đa
40.0,4.0,3.5,5.0,5.0,5.0,Have certificate,Full,6.5,Thanh Xuân
40.0,0.0,0.0,5.0,5.0,4.0,Have certificate,Full,7.0,Tây Hồ
51.0,5.8,2.0,4.0,5.0,5.0,Have certificate,Full,9.0,Nam Từ Liêm
48.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,4.3,Nam Từ Liêm
30.0,4.0,4.0,4.0,4.0,3.0,Have certificate,Basic,5.4,Thanh Xuân
37.1,0.0,0.0,5.0,3.0,5.0,Have certificate,None,4.55,Bắc Từ Liêm
34.1,0.0,0.0,5.0,3.0,5.0,Have certificate,None,4.55,Bắc Từ Liêm
33.0,3.2,0.0,5.0,3.0,4.0,Have certificate,Full,5.3,Nam Từ Liêm
42.5,0.0,0.0,5.0,5.0,5.0,Have certificate,Full,7.95,Nam Từ Liêm
34.0,3.5,2.0,4.0,5.0,4.0,None,Basic,4.45,Hoàng Mai
40.0,3.5,3.0,4.0,4.0,5.0,Have certificate,Full,6.5,Thanh Xuân
37.0,0.0,3.0,5.0,4.0,3.0,Have certificate,Full,6.7,Đống Đa
42.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,7.65,Ba Đình
43.7,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.87,Đống Đa
43.0,0.0,0.0,5.0,4.0,5.0,Have certificate,Full,6.95,Bắc Từ Liêm
45.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,6.8,Long Biên
63.0,4.5,5.0,4.0,4.0,3.0,Have certificate,Full,8.6,Bắc Từ Liêm
30.0,4.7,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Nam Từ Liêm
19.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,3.95,Hai Bà Trưng
22.0,0.0,0.0,4.0,3.0,4.0,Have certificate,Full,3.68,Đống Đa
50.0,7.0,0.0,3.0,3.0,3.0,Have certificate,Full,6.65,Thanh Xuân
18.0,0.0,0.0,4.0,3.0,2.0,Have certificate,Full,2.45,Đống Đa
45.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,9.8,Đống Đa
62.0,5.0,3.0,4.0,3.0,3.0,Have certificate,Full,8.9,Đống Đa
30.0,3.7,5.0,5.0,3.0,4.0,Have certificate,None,4.5,Bắc Từ Liêm
40.0,3.46,2.0,4.0,4.0,3.0,Have certificate,Basic,4.4,Thanh Trì
39.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Long Biên
35.0,4.6,2.5,5.0,3.0,4.0,Have certificate,Full,4.3,Hoài Đức
45.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.6,Đống Đa
50.0,4.0,0.0,4.0,4.0,3.0,Have certificate,Basic,8.9,Hoàng Mai
41.0,4.0,4.5,3.0,3.0,2.0,Have certificate,Basic,2.65,Chương Mỹ
30.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.25,Cầu Giấy
50.0,0.0,0.0,4.0,3.0,4.0,Have certificate,Basic,8.8,Đống Đa
55.0,0.0,0.0,4.0,4.0,5.0,Have certificate,Basic,7.5,Đống Đa
31.0,4.0,0.0,4.0,3.0,4.0,Have certificate,None,7.6,Nam Từ Liêm
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,5.5,Long Biên
28.0,3.6,3.0,5.0,3.0,4.0,Have certificate,Full,4.6,Đống Đa
46.0,3.8,2.5,4.0,4.0,4.0,Have certificate,Full,7.4,Nam Từ Liêm
40.0,4.0,4.0,4.0,4.0,3.0,Have certificate,None,5.85,Thanh Trì
33.0,5.0,6.0,5.0,3.0,3.0,Have certificate,Full,4.5,Hoàng Mai
47.0,5.0,0.0,5.0,3.0,3.0,Have certificate,Full,6.5,Đống Đa
40.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Basic,8.83,Hà Đông
40.0,0.0,0.0,4.0,4.0,3.0,None,None,6.8,Ba Đình
30.0,4.2,0.0,5.0,3.0,4.0,Have certificate,None,6.15,Long Biên
57.0,4.0,3.5,5.0,4.0,4.0,Have certificate,Full,7.2,Long Biên
40.0,4.5,3.0,4.0,4.0,4.0,Have certificate,None,3.6,Hà Đông
32.0,0.0,0.0,4.0,4.0,3.0,None,None,6.0,Thanh Trì
30.0,3.8,2.9,5.0,3.0,4.0,Have certificate,Full,4.2,Hoài Đức
45.0,3.6,3.0,5.0,4.0,5.0,Have certificate,Full,10.0,Thanh Xuân
62.0,4.2,4.0,3.0,3.0,3.0,Have certificate,Full,4.9,Long Biên
45.0,4.5,0.0,5.0,4.0,3.0,Have certificate,Full,6.3,Hoàng Mai
68.0,3.8,3.0,3.0,3.0,3.0,Have certificate,Full,7.8,Long Biên
55.0,4.0,6.0,5.0,4.0,3.0,None,Full,5.5,Hoàng Mai
45.0,4.0,4.0,5.0,4.0,3.0,Have certificate,Full,6.8,Hoàng Mai
40.0,5.2,3.5,6.0,4.0,4.0,None,None,9.7,Đống Đa
14.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,2.9,Hai Bà Trưng
32.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,2.65,Bắc Từ Liêm
32.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,3.35,Bắc Từ Liêm
33.0,4.0,3.0,4.0,4.0,3.0,Have certificate,Full,5.65,Đống Đa
36.0,5.0,3.5,5.0,3.0,4.0,Have certificate,Basic,4.6,Long Biên
46.0,0.0,3.0,4.0,4.0,3.0,Have certificate,Basic,8.35,Thanh Xuân
41.0,0.0,3.5,5.0,3.0,4.0,Have certificate,None,7.3,Tây Hồ
40.0,4.0,0.0,5.0,5.0,4.0,Have certificate,None,7.5,Nam Từ Liêm
50.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,9.0,Ba Đình
30.0,4.2,0.0,5.0,3.0,4.0,Have certificate,None,6.9,Cầu Giấy
32.0,3.1,2.0,4.0,3.0,3.0,Have certificate,Basic,4.8,Nam Từ Liêm
30.0,0.0,0.0,4.0,4.0,4.0,None,None,3.0,Quận Hà Đông
37.0,3.3,3.0,4.0,5.0,2.0,Have certificate,None,3.7,Hà Đông
30.0,0.0,0.0,5.0,3.0,3.0,Sale contract,Basic,6.7,Cầu Giấy
40.0,4.0,6.0,4.0,4.0,3.0,Have certificate,Full,10.0,Hà Đông
30.0,4.2,3.0,5.0,3.0,4.0,Have certificate,Full,5.6,Thanh Xuân
38.0,5.0,4.0,4.0,4.0,3.0,Have certificate,Full,5.7,Hà Đông
40.0,0.0,4.0,4.0,4.0,3.0,Have certificate,Full,6.9,Hà Đông
38.0,0.0,6.0,6.0,3.0,5.0,Have certificate,Full,10.0,Hà Đông
62.0,0.0,4.0,3.0,3.0,3.0,Have certificate,Full,10.0,Hà Đông
30.5,4.2,2.0,5.0,3.0,4.0,Have certificate,Full,7.2,Tây Hồ
38.0,0.0,6.0,6.0,3.0,4.0,Have certificate,Full,8.0,Long Biên
35.0,3.35,2.0,5.0,4.0,4.0,Have certificate,Full,4.9,Hà Đông
45.0,0.0,5.0,5.0,5.0,4.0,Have certificate,Full,6.9,Tây Hồ
68.0,5.4,0.0,4.0,3.0,3.0,Have certificate,Full,7.5,Long Biên
48.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,8.45,Thanh Xuân
48.0,4.0,3.0,4.0,4.0,3.0,Have certificate,Basic,9.0,Thanh Xuân
33.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.55,Nam Từ Liêm
38.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.28,Chương Mỹ
35.0,4.0,0.0,3.0,3.0,3.0,Have certificate,Full,5.6,Đống Đa
43.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,4.7,Bắc Từ Liêm
32.0,4.2,2.5,5.0,3.0,4.0,Have certificate,Full,5.5,Thanh Xuân
38.0,4.5,3.0,4.0,4.0,3.0,Have certificate,Basic,5.5,Nam Từ Liêm
30.2,4.0,2.0,5.0,3.0,4.0,Have certificate,Basic,4.8,Hà Đông
32.0,4.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.45,Bắc Từ Liêm
55.0,0.0,0.0,3.0,2.0,2.0,Have certificate,Full,4.8,Long Biên
45.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.3,Ba Đình
50.0,6.0,2.5,5.0,4.0,5.0,Have certificate,None,8.2,Ba Đình
48.0,4.6,2.5,4.0,4.0,4.0,None,None,5.75,Ba Đình
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,5.5,Thanh Xuân
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Basic,4.5,Hoàng Mai
50.0,0.0,0.0,5.0,5.0,4.0,Have certificate,None,9.7,Long Biên
40.0,4.0,3.0,4.0,3.0,3.0,Have certificate,None,5.35,Long Biên
52.0,0.0,0.0,3.0,3.0,2.0,None,Full,9.6,Thanh Xuân
21.5,0.0,3.0,3.0,2.0,2.0,Sale contract,Full,1.85,Hoàng Mai
32.0,7.5,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Hà Đông
50.0,0.0,2.7,3.0,3.0,3.0,None,None,6.8,Hai Bà Trưng
52.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Full,9.5,Thanh Xuân
48.0,4.0,4.0,4.0,4.0,3.0,Have certificate,Full,8.8,Hoàng Mai
50.0,4.0,3.0,4.0,5.0,5.0,Have certificate,Full,8.8,Thanh Xuân
35.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Basic,4.85,Bắc Từ Liêm
30.0,6.0,2.0,4.0,3.0,3.0,Have certificate,Basic,3.45,Hoài Đức
42.0,4.0,2.7,4.0,4.0,3.0,Have certificate,Basic,4.3,Hoài Đức
36.0,3.3,2.0,5.0,5.0,4.0,Have certificate,Basic,3.99,Hoài Đức
40.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,8.9,Cầu Giấy
31.0,3.3,2.2,5.0,3.0,4.0,Have certificate,Basic,3.9,Hoài Đức
29.0,2.4,3.0,4.0,4.0,3.0,Have certificate,Full,4.55,Đống Đa
45.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,7.9,Thanh Xuân
35.0,4.2,5.0,5.0,3.0,4.0,Have certificate,Full,5.7,Hà Đông
30.0,3.5,3.0,4.0,3.0,3.0,Have certificate,Basic,6.86,Ba Đình
45.0,4.0,4.0,4.0,4.0,4.0,Have certificate,Full,8.9,Thanh Xuân
36.0,0.0,0.0,4.0,4.0,5.0,Have certificate,Basic,4.8,Hoàng Mai
44.0,3.5,0.0,5.0,4.0,4.0,Have certificate,None,7.5,Hoàng Mai
40.0,0.0,3.5,6.0,4.0,5.0,Have certificate,None,7.4,Đống Đa
38.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,7.8,Hoàng Mai
47.0,3.8,0.0,4.0,4.0,4.0,Have certificate,Full,8.4,Hoàng Mai
30.0,3.23,0.0,5.0,3.0,4.0,Have certificate,Full,4.15,Hà Đông
40.0,3.9,0.0,5.0,5.0,2.0,Have certificate,None,8.8,Long Biên
40.0,5.8,6.0,6.0,4.0,4.0,Have certificate,Full,9.5,Nam Từ Liêm
35.0,6.0,2.5,4.0,3.0,3.0,Have certificate,None,4.3,Nam Từ Liêm
45.0,6.9,6.0,6.0,3.0,3.0,Have certificate,Full,9.85,Hoàng Mai
31.0,0.0,0.0,5.0,2.0,3.0,Have certificate,Full,6.9,Cầu Giấy
30.0,3.3,3.0,5.0,3.0,4.0,Have certificate,Basic,3.75,Hoài Đức
35.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,5.5,Đống Đa
37.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.5,Ba Đình
33.0,3.4,2.0,5.0,4.0,4.0,Have certificate,Full,5.5,Nam Từ Liêm
49.0,4.0,3.0,5.0,5.0,5.0,Have certificate,Full,7.85,Ba Đình
25.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,9.9,Đống Đa
55.0,5.0,0.0,5.0,5.0,5.0,Have certificate,Full,8.9,Nam Từ Liêm
55.0,5.0,6.0,5.0,5.0,5.0,Have certificate,Full,9.5,Nam Từ Liêm
32.0,3.5,2.0,5.0,4.0,4.0,Have certificate,None,3.65,Hà Đông
55.0,5.0,6.0,5.0,5.0,5.0,Have certificate,None,9.0,Hà Đông
55.0,5.0,6.0,5.0,5.0,5.0,Have certificate,None,9.0,Nam Từ Liêm
55.0,5.0,6.0,5.0,4.0,5.0,Have certificate,None,8.9,Nam Từ Liêm
35.0,4.0,4.0,5.0,4.0,3.0,Have certificate,Full,4.3,Hoàng Mai
71.0,0.0,6.5,4.0,3.0,3.0,Have certificate,Full,5.85,Hai Bà Trưng
38.8,0.0,0.0,5.0,4.0,4.0,None,Basic,7.45,Đống Đa
50.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,8.8,Hoàng Mai
32.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Basic,2.75,Hà Đông
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.6,Thanh Xuân
32.0,3.0,0.0,3.0,2.0,3.0,Have certificate,Full,7.1,Đống Đa
31.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Basic,3.7,Hà Đông
31.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Basic,3.7,Hà Đông
28.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,4.55,Thanh Xuân
30.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,3.7,Thanh Trì
45.0,0.0,0.0,6.0,5.0,5.0,Have certificate,None,4.3,Hai Bà Trưng
66.0,0.0,0.0,4.0,4.0,4.0,None,None,5.0,Hai Bà Trưng
40.0,4.0,4.5,5.0,4.0,4.0,Have certificate,Full,9.5,Hà Đông
58.0,0.0,0.0,5.0,5.0,5.0,Have certificate,None,3.9,Hai Bà Trưng
30.0,4.0,2.0,4.0,3.0,4.0,Have certificate,Full,4.35,Long Biên
32.0,4.5,4.0,5.0,3.0,3.0,Have certificate,Full,3.2,Hoàng Mai
36.0,4.0,3.0,6.0,4.0,3.0,Have certificate,Full,6.5,Thanh Trì
40.0,4.0,5.0,5.0,3.0,3.0,Have certificate,Full,7.45,Thanh Trì
55.0,4.5,0.0,4.0,4.0,3.0,Have certificate,None,8.5,Hoàng Mai
41.0,0.0,0.0,6.0,3.0,5.0,Have certificate,Full,7.3,Tây Hồ
34.5,4.7,0.0,6.0,4.0,4.0,Have certificate,Full,5.8,Bắc Từ Liêm
40.0,4.0,2.5,4.0,4.0,3.0,Have certificate,Basic,4.5,Nam Từ Liêm
42.0,3.5,3.1,4.0,4.0,3.0,Have certificate,Basic,4.45,Hoài Đức
30.0,3.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.15,Thanh Xuân
58.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,8.9,Thanh Xuân
35.0,7.13,4.0,5.0,3.0,5.0,Have certificate,Basic,5.65,Nam Từ Liêm
42.8,0.0,0.0,3.0,4.0,2.0,Have certificate,None,7.2,Hai Bà Trưng
45.0,4.0,3.0,4.0,4.0,3.0,Have certificate,Basic,5.3,Long Biên
33.0,5.0,3.0,5.0,3.0,4.0,Have certificate,Full,4.18,Long Biên
35.0,3.5,2.0,5.0,4.0,5.0,Have certificate,Full,4.79,Thanh Xuân
36.0,5.0,0.0,4.0,4.0,3.0,Have certificate,Basic,7.5,Đống Đa
30.0,3.6,2.5,5.0,3.0,4.0,Have certificate,Basic,5.0,Hoàng Mai
36.0,0.0,0.0,5.0,5.0,5.0,Have certificate,Basic,7.9,Hà Đông
45.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,5.9,Hoàng Mai
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.9,Cầu Giấy
31.0,4.15,2.5,5.0,3.0,5.0,Have certificate,Basic,3.85,Nam Từ Liêm
39.0,6.0,3.0,3.0,3.0,3.0,Have certificate,Full,2.8,Hà Đông
40.0,4.0,4.0,5.0,4.0,4.0,Have certificate,None,8.15,Cầu Giấy
61.0,5.0,3.2,3.0,3.0,2.0,Have certificate,Full,7.9,Bắc Từ Liêm
15.0,4.0,2.0,4.0,2.0,2.0,Have certificate,Basic,1.83,Đống Đa
32.0,3.8,4.5,5.0,3.0,4.0,Have certificate,Full,4.29,Hà Đông
40.0,4.0,4.0,5.0,4.0,3.0,Have certificate,Full,7.79,Hà Đông
32.0,3.7,2.3,5.0,3.0,4.0,Have certificate,Basic,4.5,Nam Từ Liêm
32.0,5.0,3.0,5.0,3.0,4.0,Have certificate,Basic,5.25,Nam Từ Liêm
45.0,3.1,2.5,4.0,4.0,3.0,Have certificate,Full,4.75,Nam Từ Liêm
50.0,4.0,5.0,5.0,3.0,4.0,Have certificate,Full,8.65,Hà Đông
40.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,5.4,Hà Đông
28.0,3.7,6.0,4.0,3.0,4.0,Have certificate,Full,7.3,Thanh Xuân
50.0,4.5,3.0,5.0,5.0,4.0,Have certificate,Full,7.15,Cầu Giấy
35.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,6.6,Nam Từ Liêm
68.4,6.2,3.0,4.0,4.0,3.0,Have certificate,None,4.4,Đông Anh
30.0,4.1,4.0,6.0,3.0,5.0,Have certificate,Basic,5.84,Hoàng Mai
32.0,0.0,2.5,4.0,3.0,3.0,Have certificate,Basic,3.5,Hà Đông
33.0,4.0,0.0,5.0,3.0,4.0,Have certificate,Basic,4.05,Hoài Đức
38.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,4.5,Hà Đông
31.4,5.7,0.0,5.0,3.0,4.0,Have certificate,Full,8.2,Hai Bà Trưng
34.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,5.9,Hà Đông
58.0,4.5,5.0,3.0,4.0,4.0,Sale contract,Full,9.5,Hà Đông
40.0,4.0,3.0,4.0,3.0,3.0,Have certificate,Full,2.7,Hà Đông
57.0,5.1,0.0,5.0,4.0,3.0,Have certificate,None,6.9,Thanh Xuân
58.0,5.4,0.0,4.0,4.0,5.0,Have certificate,None,4.95,Hoài Đức
40.0,0.0,2.0,4.0,4.0,4.0,Have certificate,Full,4.6,Nam Từ Liêm
60.0,4.5,4.0,5.0,5.0,4.0,Have certificate,Full,9.5,Bắc Từ Liêm
35.0,3.5,4.0,5.0,3.0,4.0,Have certificate,Full,5.7,Nam Từ Liêm
50.0,4.5,0.0,4.0,4.0,4.0,Have certificate,Full,7.4,Cầu Giấy
53.0,7.0,0.0,5.0,4.0,4.0,Have certificate,Full,8.5,Đống Đa
37.0,7.3,0.0,5.0,3.0,4.0,Have certificate,Full,7.6,Long Biên
40.0,0.0,0.0,4.0,5.0,3.0,Have certificate,Basic,6.35,Long Biên
44.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,6.5,Long Biên
31.0,6.0,0.0,6.0,3.0,4.0,Have certificate,Basic,5.5,Long Biên
41.0,0.0,0.0,6.0,3.0,5.0,None,None,6.6,Long Biên
37.0,4.3,0.0,5.0,3.0,4.0,Have certificate,None,5.1,Long Biên
45.0,4.0,3.0,6.0,3.0,4.0,Have certificate,Full,8.9,Long Biên
